,key,booktitle,crossref,title,year
8976,pfe/Wijnstra03,PFE,pfe/2003,Evolving a Product Family in a Changing Context.,2003
8977,pfe/PostemaO01,PFE,pfe/2001,Platform Based Product Development.,2001
8978,pfe/DashofyH01,PFE,pfe/2001,Representing Product Family Architectures in an Extensible Architecture Description Language.,2001
8979,pfe/Taborda03,PFE,pfe/2003,Planning and Managing Product Line Evolution.,2003
8980,pfe/McRitchieBS03,PFE,pfe/2003,Managing Component Variability within Embedded Software Product Lines via Transformational Code Generation.,2003
8981,pfe/FantechiGJLD03,PFE,pfe/2003,Elicitation of Use Cases for Product Lines.,2003
8982,pfe/BuhneCKKNT03,PFE,pfe/2003,Exploring the Context of Product Line Adoption.,2003
8983,pfe/LindenBKKKO03,PFE,pfe/2003,Software Product Family Evaluation.,2003
8984,pfe/Peterson03,PFE,pfe/2003,Economics of Software Product Lines.,2003
8985,pfe/ChenCGWH03,PFE,pfe/2003,Differencing and Merging within an Evolving Product Line Architecture.,2003
8986,pfe/HallsteinsenS01,PFE,pfe/2001,Handling the Diversity of Networked Devices by Means of a Product Family Approach.,2001
8987,pfe/StoermerR01,PFE,pfe/2001,Introducing Product Lines in Small Embedded Systems.,2001
8988,pfe/HallsteinsenFS03,PFE,pfe/2003,Patterns in Product Family Architecture Design.,2003
8989,pfe/BockleS01,PFE,pfe/2001,Product Validation: Discussion Report.,2001
8990,pfe/FerberHL01,PFE,pfe/2001,Reviewing Product Line Architectures: Experience Report of ATAM in an Automotive Context.,2001
8991,pfe/KnauberBBLLNSW01,PFE,pfe/2001,Quantifying Product Line Benefits.,2001
8992,pfe/BayerB01,PFE,pfe/2001,Session Report for Session 2: Process Issues.,2001
8993,pfe/DeelstraSB03,PFE,pfe/2003,A Product Derivation Framework for Software Product Families.,2003
8994,pfe/Lange01,PFE,pfe/2001,The Philips-Open TV,2001
8995,pfe/AuerswaldHKS01,PFE,pfe/2001,Reliability-Oriented Product Line Engineering of Embedded Systems.,2001
8996,pfe/BassBK03,PFE,pfe/2003,Making Variability Decisions during Architecture Design.,2003
8997,pfe/LeeK03,PFE,pfe/2003,Feature Binding Analysis for Product Line Component Development.,2003
8998,pfe/ZiadiHJ03,PFE,pfe/2003,Towards a UML Profile for Software Product Lines.,2003
8999,pfe/Purhonen01,PFE,pfe/2001,Quality Attribute Taxonomies for DSP Software Architecture Design.,2001
9000,pfe/Weingartner01,PFE,pfe/2001,Product Family Engineering and Testing in the Medical Domain - Validation Aspects.,2001
9001,pfe/MassenL03,PFE,pfe/2003,RequiLine: A Requirements Engineering Tool for Software Product Lines.,2003
9002,pfe/MohagheghiC03,PFE,pfe/2003,Different Aspects of Product Family Adoption.,2003
9003,pfe/CapillaD01,PFE,pfe/2001,Modelling Variability with Features in Distributed Architectures.,2001
9004,pfe/Clements01a,PFE,pfe/2001,"Process Validation, Session Report.",2001
9005,pfe/RaatikainenSMM03,PFE,pfe/2003,A Case Study of Two Configurable Software Product Families.,2003
9006,pfe/Schmid01,PFE,pfe/2001,An Initial Model of Product Line Economics.,2001
9007,pfe/MaccariR01,PFE,pfe/2001,Architectural Evolution of Legacy Product Families.,2001
9008,pfe/Thiel01,PFE,pfe/2001,On the Definition of a Framework for an Architecting Process Supporting Product Family Development.,2001
9009,pfe/BrownSK03,PFE,pfe/2003,A Relational Architecture Description Language for Software Families.,2003
9010,pfe/LindenW01,PFE,pfe/2001,Platform Engineering for the Medical Domain.,2001
9011,pfe/Linden01,PFE,pfe/2001,Introduction.,2001
9012,pfe/Schmid03,PFE,pfe/2003,A Quantitative Model of the Value of Architecture in Product Line Adoption.,2003
9013,pfe/John01,PFE,pfe/2001,Integrating Legacy Documentation Assets into a Product Line.,2001
9014,pfe/RameshTK01,PFE,pfe/2001,Supporting Information Product and Service Families with Traceability.,2001
9015,pfe/Bauman01,PFE,pfe/2001,The Perfect Architecture is Non-optimal - Winning with Chaos.,2001
9016,pfe/Bayer03,PFE,pfe/2003,Design for Quality.,2003
9017,pfe/BeckerGGB01,PFE,pfe/2001,Comprehensive Variability Modelling to Facilitate Efficient Variability Treatment.,2001
9018,pfe/KamstiesPRR03,PFE,pfe/2003,Testing Variabilities in Use Case Models.,2003
9019,pfe/Clements01,PFE,pfe/2001,On the Importance of Product Line Scope.,2001
9020,pfe/BoschOM03,PFE,pfe/2003,Research Topics and Future Trends.,2003
9021,pfe/MelladoD01,PFE,pfe/2001,Automated Validation Environment for a Product Line of Railway Traffic Control Systems.,2001
9022,pfe/LangeK03,PFE,pfe/2003,Architecture True Prototyping of Product Lines Using Personal Computer Networks.,2003
9023,pfe/NorthropBD01,PFE,pfe/2001,"Report on Discussion Sessions ""Diversity Solutions"" and ""Light-Weight Processes"".",2001
9024,pfe/KnauberT01,PFE,pfe/2001,Session Report on Product Issues in Product Family Engineering.,2001
9025,pfe/BoschFGKOP01,PFE,pfe/2001,Variability Issues in Software Product Lines.,2001
9026,pfe/JaringB03,PFE,pfe/2003,Variability Dependencies in Product Family Engineering.,2003
9027,pfe/GomaaH03,PFE,pfe/2003,Dynamic Software Reconfiguration in Software Product Families.,2003
9028,pfe/BuhrdorfCK03,PFE,pfe/2003,Salion's Experience with a Reactive Software Product Line Approach.,2003
9029,pfe/HallsteinsenB01,PFE,pfe/2001,Platform & Quality Solutions.,2001
9030,pfe/DuranBB03,PFE,pfe/2003,Applying System Families Concepts to Requirements Engineering Process Definition.,2003
9031,pfe/DincelMH01,PFE,pfe/2001,Measuring Product Line Architectures.,2001
9032,pfe/BachmannGLNPRV03,PFE,pfe/2003,A Meta-model for Representing Variability in Product Family Development.,2003
9033,pfe/NebutFTJ03,PFE,pfe/2003,A Requirement-Based Approach to Test Product Families.,2003
9034,pfe/AsikainenSM03,PFE,pfe/2003,A Koala-Based Approach for Modelling and Deploying Configurable Software Product Families.,2003
9035,pfe/PinzgerGGKRPBW03,PFE,pfe/2003,Architecture Recovery for Product Families.,2003
9036,pfe/MannionC03,PFE,pfe/2003,Theorem Proving for Product Line Model Verification.,2003
9037,pfe/Krueger01,PFE,pfe/2001,Easing the Transition to Software Mass Customization.,2001
9038,pfe/BertolinoG03,PFE,pfe/2003,PLUTO: A Test Methodology for Product Families.,2003
9039,pfe/Ommering01,PFE,pfe/2001,Roadmapping a Product Population Architecture.,2001
9040,pfe/SvahnbergM01,PFE,pfe/2001,Conditions and Restrictions for Product Line Generation Migration.,2001
9041,pfe/BassKB01,PFE,pfe/2001,Quality Attribute Design Primitives and the Attribute Driven Design Method.,2001
9042,pfe/MansellS03,PFE,pfe/2003,Decision Model and Flexible Component Definition Based on XML Technology.,2003
9043,pfe/AmericaRO03,PFE,pfe/2003,Multi-view Variation Modeling for Scenario Analysis.,2003
9044,ssdbm/RossZ00a,SSDBM,ssdbm/2000,Serving Datacube Tuples from Main Memory.,2000
9045,ssdbm/LeeSCW16,SSDBM,ssdbm/2016,Novel Data Reduction Based on Statistical Similarity.,2016
9046,ssdbm/OmotayoHB06,SSDBM,ssdbm/2006,Efficient Data Harvesting for Tracing Phenomena in Sensor Networks.,2006
9047,ssdbm/AndreouCZS12,SSDBM,ssdbm/2012,FireWatch: G.I.S.-Assisted Wireless Sensor Networks for Forest Fires.,2012
9048,ssdbm/Battista88,SSDBM,ssdbm/88,Automatic Drawing of Statistical Diagrams.,1988
9049,ssdbm/ZhuR04,SSDBM,ssdbm/2004,A Scalable Approach to Approximating Aggregate Queries over Intermittent Streams.,2004
9050,ssdbm/PourabbasS02,SSDBM,ssdbm/2002,Joint Queries Estimation from Multiple OLAP Databases.,2002
9051,ssdbm/KoschmiederL12,SSDBM,ssdbm/2012,Regular Path Queries on Large Graphs.,2012
9052,ssdbm/ChiYM04,SSDBM,ssdbm/2004,HybridTreeMiner: An Efficient Algorithm for Mining Frequent Rooted Trees and Free Trees Using Canonical Form.,2004
9053,ssdbm/Herbst94,SSDBM,ssdbm/94,Long-Term Database Support for EXPRESS Data.,1994
9054,ssdbm/JurgensL99,SSDBM,ssdbm/99,PISA: Performance Models for Index Structures with and without Aggregated Data.,1999
9055,ssdbm/SchelterCD19,SSDBM,ssdbm/2019,Efficient Incremental Cooccurrence Analysis for Item-Based Collaborative Filtering.,2019
9056,ssdbm/KarpovichFG94,SSDBM,ssdbm/94,High Performance Access to Radio Astronomy Data: A Case Study.,1994
9057,ssdbm/HoweGM09,SSDBM,ssdbm/2009,Scientific Mashups: Runtime-Configurable Data Product Ensembles.,2009
9058,ssdbm/SantosOFTT13,SSDBM,ssdbm/2013,Parameter-free and domain-independent similarity search with diversity.,2013
9059,ssdbm/ZhangCT13,SSDBM,ssdbm/2013,Nearest group queries.,2013
9060,ssdbm/GuoZS13,SSDBM,ssdbm/2013,Multi-scale dissemination of time series data.,2013
9061,ssdbm/Elliman83,SSDBM,ssdbm/83,Data-Bases for Clinical Histories.,1983
9062,ssdbm/RaufS00,SSDBM,ssdbm/2000,An Integrated Database System at the National Level for Water Resource Engineers and Planners of Bangladesh.,2000
9063,ssdbm/SiksnysKP12,SSDBM,ssdbm/2012,Aggregating and Disaggregating Flexibility Objects.,2012
9064,ssdbm/QiuHWG92,SSDBM,ssdbm/92,Providing Temporal Support in Data Base Management Systems for Global Change Research.,1992
9065,ssdbm/YoonRC01,SSDBM,ssdbm/2001,BitCube: A Three-Dimensional Bitmap Indexing for XML Documents.,2001
9066,ssdbm/Falkenroth96,SSDBM,ssdbm/96,Computational Indexes for Time Series.,1996
9067,ssdbm/VardakiP04,SSDBM,ssdbm/2004,An Integrated Metadata Model for Statistical Data Collection and Processing.,2004
9068,ssdbm/Nink97,SSDBM,ssdbm/97,Using the STEP Standard and Databases in Science,1997
9069,ssdbm/InanGES16,SSDBM,ssdbm/2016,Graph-based modelling of query sets for differential privacy.,2016
9070,ssdbm/RotemZ96,SSDBM,ssdbm/96,Extendible Arrays for Statistical Databases and OLAP Applications.,1996
9071,ssdbm/IvanescuKS12,SSDBM,ssdbm/2012,Hinging Hyperplane Models for Multiple Predicted Variables.,2012
9072,ssdbm/DaiXZD12,SSDBM,ssdbm/2012,Efficient Range Queries over Uncertain Strings.,2012
9073,ssdbm/McLeish86,SSDBM,ssdbm/86,Prior Knowledge and the Security of a Dynamic Statistical Database.,1986
9074,ssdbm/PourabbasSW12,SSDBM,ssdbm/2012,Minimizing Index Size by Reordering Rows and Columns.,2012
9075,ssdbm/GeorgoulasK12,SSDBM,ssdbm/2012,"Towards Enabling Outlier Detection in Large, High Dimensional Data Warehouses.",2012
9076,ssdbm/Chatziantoniou99,SSDBM,ssdbm/99,Evaluation of Ad Hoc OLAP: In-Place Computation.,1999
9077,ssdbm/ChatterjeeS92,SSDBM,ssdbm/92,Resolving Data Heterogeneity in Scientific and Statistical Databases.,1992
9078,ssdbm/WiegandZC03,SSDBM,ssdbm/2003,A Web Query System for Heterogeneous Geospatial Data.,2003
9079,ssdbm/AungN10,SSDBM,ssdbm/2010,An Indexing Scheme for Fast and Accurate Chemical Fingerprint Database Searching.,2010
9080,ssdbm/HebertMW05,SSDBM,ssdbm/2005,U.S. Air Force Weather Database and XML Web Services Implementation.,2005
9081,ssdbm/AlawiniMTH14,SSDBM,ssdbm/2014,Helping scientists reconnect their datasets.,2014
9082,ssdbm/AltintasBJJLM04,SSDBM,ssdbm/2004,Kepler: An Extensible System for Design and Execution of Scientific Workflows.,2004
9083,ssdbm/LenzS97,SSDBM,ssdbm/97,Summarizability in OLAP and Statistical Data Bases.,1997
9084,ssdbm/HurtadoG03,SSDBM,ssdbm/2003,Computing Cube View Dependences in OLAP Datacubes.,2003
9085,ssdbm/CaoTOTL04,SSDBM,ssdbm/2004,String Join Using Precedence Count Matrix.,2004
9086,ssdbm/KontakiP04,SSDBM,ssdbm/2004,Efficient Similarity Search in Streaming Time Sequences.,2004
9087,ssdbm/LiefkeD99,SSDBM,ssdbm/99,Specifying Updates in Biomedical Databases.,1999
9088,ssdbm/KriegelKPR04a,SSDBM,ssdbm/2004,Spatial Join for High-Resolution Objects.,2004
9089,ssdbm/XuL04,SSDBM,ssdbm/2004,LCGMiner: Levelwise Closed Graph Pattern Mining from Large Databases.,2004
9090,ssdbm/LehnerAW98,SSDBM,ssdbm/98,Normal Forms for Multidimensional Databases.,1998
9091,ssdbm/Wolfe83,SSDBM,ssdbm/83,Integrating Data and Documentation in a Multi-National Research Project: The IEA Second International Mathematics Study.,1983
9092,ssdbm/QiaoAA03,SSDBM,ssdbm/2003,Supporting Sliding Window Queries for Continuous Data Streams.,2003
9093,ssdbm/HammadAE05,SSDBM,ssdbm/2005,Optimizing In-Order Execution of Continuous Queries over Streamed Sensor Data.,2005
9094,ssdbm/JoslynBCHH09,SSDBM,ssdbm/2009,View Discovery in OLAP Databases through Statistical Combinatorial Optimization.,2009
9095,ssdbm/Riano86,SSDBM,ssdbm/86,Using Logic to Organize Statistical Databases.,1986
9096,ssdbm/LiuZPM19,SSDBM,ssdbm/2019,Improvement of SQL Recommendation on Scientific Database.,2019
9097,ssdbm/WangSA15,SSDBM,ssdbm/2015,A novel approach for approximate aggregations over arrays.,2015
9098,ssdbm/LenzT01,SSDBM,ssdbm/2001,OLAP Databases and Aggregation Functions.,2001
9099,ssdbm/0002OO05,SSDBM,ssdbm/2005,Using Multi-Scale Histograms to Answer Pattern Existence and Shape Match Queries.,2005
9100,ssdbm/ZhangY10,SSDBM,ssdbm/2010,Supporting Web-Based Visual Exploration of Large-Scale Raster Geospatial Data Using Binned Min-Max Quadtree.,2010
9101,ssdbm/UiAK08,SSDBM,ssdbm/2008,A FUSE-Based Tool for Accessing Meteorological Data in Remote Servers.,2008
9102,ssdbm/SarmaTW10,SSDBM,ssdbm/2010,LIVE: A Lineage-Supported Versioned DBMS.,2010
9103,ssdbm/ChenL05,SSDBM,ssdbm/2005,"The ""Best K"" for Entropy-based Categorical Data Clustering.",2005
9104,ssdbm/Swartwout83,SSDBM,ssdbm/83,How Far Should a Database System Go? (to Support a Statistical One).,1983
9105,ssdbm/YangWKWE99,SSDBM,ssdbm/99,Remote Data Access via the SIESIP Distributed Information System.,1999
9106,ssdbm/KhachatryanMBK11,SSDBM,ssdbm/2011,Efficient Selectivity Estimation by Histogram Construction Based on Subspace Clustering.,2011
9107,ssdbm/MokhtarS05,SSDBM,ssdbm/2005,A Query Language for Moving Object Trajectories.,2005
9108,ssdbm/AnandBL12,SSDBM,ssdbm/2012,Database Support for Exploring Scientific Workflow Provenance Graphs.,2012
9109,ssdbm/AgrawalVK11,SSDBM,ssdbm/2011,Heidi Visualization of R-tree Structures over High Dimensional Data.,2011
9110,ssdbm/KwonNGBHL10,SSDBM,ssdbm/2010,Scalable Clustering Algorithm for N-Body Simulations in a Shared-Nothing Cluster.,2010
9111,ssdbm/WeissWB81,SSDBM,ssdbm/81,Must We Navigate Through Databases?,1981
9112,ssdbm/Pillay99,SSDBM,ssdbm/99,"Data, Information, Knowledge: How Do We Attempt to Traverse across These Domains? (Abstract).",1999
9113,ssdbm/Hawthorn81,SSDBM,ssdbm/81,A Methodology for the Determination of Statistical Database Machine Performance Requirements.,1981
9114,ssdbm/Olken83,SSDBM,ssdbm/83,How Baroque Should a Statistical Database Management System Be?,1983
9115,ssdbm/BurgerBYWHBD02,SSDBM,ssdbm/2002,The Edinburgh Mouse Atlas and Gene-Expression Database: A Spatio-Temporal Database for Biological Research.,2002
9116,ssdbm/GrochowHSBL10,SSDBM,ssdbm/2010,Client + Cloud: Evaluating Seamless Architectures for Visual Data Analytics in the Ocean Sciences.,2010
9117,ssdbm/NguBHMC08,SSDBM,ssdbm/2008,"Flexible Scientific Workflow Modeling Using Frames, Templates, and Dynamic Embedding.",2008
9118,ssdbm/DavidsonHSY13,SSDBM,ssdbm/2013,Search and result presentation in scientific workflow repositories.,2013
9119,ssdbm/KriegelKPR03,SSDBM,ssdbm/2003,Acceleration of Relational Index Structures Based on Statistics.,2003
9120,ssdbm/Cubitt83,SSDBM,ssdbm/83,Meta Data: An Experience of Its Uses and Management.,1983
9121,ssdbm/Srivastava03,SSDBM,ssdbm/2003,Approximate String Joins.,2003
9122,ssdbm/ThomasBBPSW94,SSDBM,ssdbm/94,Information Visualization: Data Infrastructure Architectures.,1994
9123,ssdbm/RossSS01,SSDBM,ssdbm/2001,Cost-based Unbalanced R-Trees.,2001
9124,ssdbm/ChenBFGMW14,SSDBM,ssdbm/2014,DistillFlow: removing redundancy in scientific workflows.,2014
9125,ssdbm/NgR94,SSDBM,ssdbm/94,A Physical Storage for Efficient Statistical Query Processing.,1994
9126,ssdbm/Xu14,SSDBM,ssdbm/2014,Boosting the basic counting on distributed streams.,2014
9127,ssdbm/BrightM05,SSDBM,ssdbm/2005,Efficient Scheduling and Execution of Scientific Workflow Tasks.,2005
9128,ssdbm/ChanS81,SSDBM,ssdbm/81,SUBJECT: A Directory Driven System for Large Statistical Databases.,1981
9129,ssdbm/Sparr81,SSDBM,ssdbm/81,Units and Accuracy in Statistical Databases.,1981
9130,ssdbm/GurretR00,SSDBM,ssdbm/2000,The Sort/Sweep Algorithm: A New Method for R-Tree Based Spatial Joins.,2000
9131,ssdbm/SahooBHST10,SSDBM,ssdbm/2010,Provenance Context Entity (PaCE): Scalable Provenance Tracking for Scientific RDF Data.,2010
9132,ssdbm/Wittkowski88,SSDBM,ssdbm/88,Knowledge Based Support for the Management of Statistical Databases.,1988
9133,ssdbm/RhodesTBS05,SSDBM,ssdbm/2005,Iteration Aware Prefetching for Large Multidimensional Datasets.,2005
9134,ssdbm/HinneburgL03,SSDBM,ssdbm/2003,Database Support for 3D-Protein Data Set Analysis.,2003
9135,ssdbm/StockerlRSNK15,SSDBM,ssdbm/2015,Online template matching over a stream of digitized documents.,2015
9136,ssdbm/KentS97,SSDBM,ssdbm/97,Some Thoughts About a Metadata Management System.,1997
9137,ssdbm/AssfalgKKR09,SSDBM,ssdbm/2009,Probabilistic Similarity Search for Uncertain Time Series.,2009
9138,ssdbm/Shoshani09,SSDBM,ssdbm/2009,The Scientific Data Management Center: Providing Technologies for Large Scale Scientific Exploration.,2009
9139,ssdbm/AchtertBKKZ07,SSDBM,ssdbm/2007,On Exploring Complex Relationships of Correlation Clusters.,2007
9140,ssdbm/Denning83,SSDBM,ssdbm/83,A Security Model for the Statistical Database Problem.,1983
9141,ssdbm/JaeckschFRL11,SSDBM,ssdbm/2011,Hybrid Data-Flow Graphs for Procedural Domain-Specific Query Languages.,2011
9142,ssdbm/Nilsson83,SSDBM,ssdbm/83,SAS Applied to Statistical Databanks Via a Command Language.,1983
9143,ssdbm/PedersenJ98,SSDBM,ssdbm/98,Research Issues in Clinical Data Warehousing.,1998
9144,ssdbm/YuMV07,SSDBM,ssdbm/2007,Sensor Scheduling for Aggregate Monitoring inWireless Sensor Networks.,2007
9145,ssdbm/RomosanSWMM13,SSDBM,ssdbm/2013,Accelerating gene context analysis using bitmaps.,2013
9146,ssdbm/ChinK81,SSDBM,ssdbm/81,Efficient Inference Control for Range SUM Queries on Statistical Data Bases.,1981
9147,ssdbm/Stein86,SSDBM,ssdbm/86,A Database Interface to an Integrated Data Analysis and Plotting Tool.,1986
9148,ssdbm/GosinkWBOJ09,SSDBM,ssdbm/2009,Data Parallel Bin-Based Indexing for Answering Queries on Multi-core Architectures.,2009
9149,ssdbm/TuWX11,SSDBM,ssdbm/2011,Power-Aware DBMS: Potential and Challenges.,2011
9150,ssdbm/KegelHL17,SSDBM,ssdbm/2017,Generating What-If Scenarios for Time Series Data.,2017
9151,ssdbm/RuedaG08,SSDBM,ssdbm/2008,Real-Time Integration of Geospatial Raster and Point Data Streams.,2008
9152,ssdbm/MullerAS09,SSDBM,ssdbm/2009,HSM: Heterogeneous Subspace Mining in High Dimensional Data.,2009
9153,ssdbm/DenkFG02,SSDBM,ssdbm/2002,Statistical Composites: A Transformation-Bound Representation of Statistical Datasets.,2002
9154,ssdbm/AssfalgKKKPR06,SSDBM,ssdbm/2006,Time Series Analysis Using the Concept of Adaptable Threshold Similarity.,2006
9155,ssdbm/CohenG06,SSDBM,ssdbm/2006,SQL.CT: Providing Data Management for Visual Exploration of CT Datasets.,2006
9156,ssdbm/SinghMSPH08,SSDBM,ssdbm/2008,Query Selectivity Estimation for Uncertain Data.,2008
9157,ssdbm/TexSB18,SSDBM,ssdbm/2018,Towards meaningful distance-preserving encryption.,2018
9158,ssdbm/RaguenaudGK01,SSDBM,ssdbm/2001,Two Approaches to Representing Multiple Overlapping Classifications: a Comparison.,2001
9159,ssdbm/PedersenJD99,SSDBM,ssdbm/99,Supporting Imprecision in Multidimensional Databases Using Granularities.,1999
9160,ssdbm/KawashimaWK12,SSDBM,ssdbm/2012,Extracting Hot Spots from Satellite Data.,2012
9161,ssdbm/KriegelKPR04,SSDBM,ssdbm/2004,Efficient Query Processing on Relational Data-Partitioning Index Structures.,2004
9162,ssdbm/IkedaK81,SSDBM,ssdbm/81,Additional Facilities of a Concentional DBMS to Support Interactive Statistical Analysis.,1981
9163,ssdbm/WangK09,SSDBM,ssdbm/2009,Design and Implementation of Metadata System in PetaShare.,2009
9164,ssdbm/HeXLWWS11,SSDBM,ssdbm/2011,Dynamic Anonymization for Marginal Publication.,2011
9165,ssdbm/WangHSW07,SSDBM,ssdbm/2007,Mining RNA Tertiary Motifs with Structure Graphs.,2007
9166,ssdbm/VendraminJC13,SSDBM,ssdbm/2013,On the combination of relative clustering validity criteria.,2013
9167,ssdbm/BassiouniH83,SSDBM,ssdbm/83,Utilization of Character Reference Locality for Efficient Storage of Data Base.,1983
9168,ssdbm/Childs83,SSDBM,ssdbm/83,Interactive Information Management with EPS.,1983
9169,ssdbm/SchmidtFL05,SSDBM,ssdbm/2005,Source-aware Join Strategies of Sensor Data Streams.,2005
9170,ssdbm/BerkleyJBM01,SSDBM,ssdbm/2001,a Schema-Independent XML Database System.,2001
9171,ssdbm/HoweCSKKKB11,SSDBM,ssdbm/2011,Database-as-a-Service for Long-Tail Science.,2011
9172,ssdbm/Teitel81,SSDBM,ssdbm/81,Volume Testing of Statistical/Database Software.,1981
9173,ssdbm/LuY09,SSDBM,ssdbm/2009,Identifying the Most Endangered Objects from Spatial Datasets.,2009
9174,ssdbm/MeglerM11,SSDBM,ssdbm/2011,Finding Haystacks with Needles: Ranked Search for Data Using Geospatial and Temporal Characteristics.,2011
9175,ssdbm/MuthukrishnanSV04,SSDBM,ssdbm/2004,Mining Deviants in Time Series Data Streams.,2004
9176,ssdbm/YiuMB07,SSDBM,ssdbm/2007,Retrieval of Spatial Join Pattern Instances from Sensor Networks.,2007
9177,ssdbm/ZhouWL13,SSDBM,ssdbm/2013,Multi-query scheduling for time-critical data stream applications.,2013
9178,ssdbm/CormodeY12,SSDBM,ssdbm/2012,Tracking Distributed Aggregates over Time-Based Sliding Windows.,2012
9179,ssdbm/ShahabiCSH01,SSDBM,ssdbm/2001,2D TSA-tree: A Wavelet-Based Approach to Improve the Efficiency of Multi-Level Spatial Data Mining.,2001
9180,ssdbm/HabichLJ06,SSDBM,ssdbm/2006,Materialized Views in the Presence of Reporting Functions.,2006
9181,ssdbm/SchullerB13,SSDBM,ssdbm/2013,Towards a universal tracking database.,2013
9182,ssdbm/NouriT18,SSDBM,ssdbm/2018,GPU-based parallel indexing for concurrent spatial query processing.,2018
9183,ssdbm/BhattacharyaBS10,SSDBM,ssdbm/2010,Finding Top-k Similar Pairs of Objects Annotated with Terms from an Ontology.,2010
9184,ssdbm/Malmborg92,SSDBM,ssdbm/92,Matrix-based Interchange of Aggregated Statistical Data.,1992
9185,ssdbm/WangA09,SSDBM,ssdbm/2009,SEEDEEP: A System for Exploring and Querying Scientific Deep Web Data Sources.,2009
9186,ssdbm/RhindOG88,SSDBM,ssdbm/88,"The Analysis of Geographical Data: Data Rich, Technology Adequate, Theory Poor.",1988
9187,ssdbm/FenzLRNL12,SSDBM,ssdbm/2012,Efficient Similarity Search in Very Large String Sets.,2012
9188,ssdbm/AssamHBS14,SSDBM,ssdbm/2014,"(k, d)-core anonymity: structural anonymization of massive networks.",2014
9189,ssdbm/HussainT18,SSDBM,ssdbm/2018,Maximizing area-range sum for spatial shapes (MAxRS,2018
9190,ssdbm/Laure06,SSDBM,ssdbm/2006,Data Management in Production Grids - Challenges and Techniques.,2006
9191,ssdbm/NittelL04,SSDBM,ssdbm/2004,Parallelizing Clustering of Geoscientific Data Sets using Data Streams.,2004
9192,ssdbm/LeeLPZ08,SSDBM,ssdbm/2008,Searching Correlated Objects in a Long Sequence.,2008
9193,ssdbm/NutanongCASW13,SSDBM,ssdbm/2013,Adaptive exploration for large-scale protein analysis in the molecular dynamics database.,2013
9194,ssdbm/Kamat017,SSDBM,ssdbm/2017,A Unified Correlation-based Approach to Sampling Over Joins.,2017
9195,ssdbm/VergoulisADMHS12,SSDBM,ssdbm/2012,TARCLOUD: A Cloud-Based Platform to Support miRNA Target Prediction.,2012
9196,ssdbm/Al-KatebL10,SSDBM,ssdbm/2010,Stratified Reservoir Sampling over Heterogeneous Data Streams.,2010
9197,ssdbm/Brinkhoff00,SSDBM,ssdbm/2000,Generating Network-Based Moving Objects.,2000
9198,ssdbm/FredrikssonRS99,SSDBM,ssdbm/99,Rationale and Design of the European Computerized Human Brain Database System.,1999
9199,ssdbm/ShoshaniSBN00,SSDBM,ssdbm/2000,Coordinating Simultaneous Caching of File Bundles from Tertiary Storage.,2000
9200,ssdbm/FischerBLP12,SSDBM,ssdbm/2012,Optimizing Notifications of Subscription-Based Forecast Queries.,2012
9201,ssdbm/WashburnDW96,SSDBM,ssdbm/96,Reuse of High-Level Information Requests: Leveraging the Investment.,1996
9202,ssdbm/HabichLH05,SSDBM,ssdbm/2005,Optimizing Multiple Top-K Queries over Joins.,2005
9203,ssdbm/KornJJ99,SSDBM,ssdbm/99,Range Selectivity Estimation for Continuous Attributes.,1999
9204,ssdbm/WagnerRTM17,SSDBM,ssdbm/2017,PLI: Augmenting Live Databases with Custom Clustered Indexes.,2017
9205,ssdbm/Domingo-FerrerOT02,SSDBM,ssdbm/2002,Information-Theoretic Disclosure Risk Measures in Statistical Disclosure Control of Tabular Data.,2002
9206,ssdbm/ZhaoRDWHN18,SSDBM,ssdbm/2018,Distributed caching for processing raw arrays.,2018
9207,ssdbm/NguyenMAB14,SSDBM,ssdbm/2014,Detecting correlated columns in relational databases with mixed data types.,2014
9208,ssdbm/Svensson08,SSDBM,ssdbm/2008,The Evolution of Vertical Database Architectures - A Historical Review (Keynote Talk).,2008
9209,ssdbm/DeogunR81,SSDBM,ssdbm/81,Query Directed Partitioning Scheme for Securing Statistical Databases.,1981
9210,ssdbm/LuH017,SSDBM,ssdbm/2017,Incremental Temporal Pattern Mining Using Efficient Batch-Free Stream Clustering.,2017
9211,ssdbm/Mount98,SSDBM,ssdbm/98,Current Scientific Data Management Problems (Abstract).,1998
9212,ssdbm/WangW00,SSDBM,ssdbm/2000,Supporting Content-Based Searches on Time Series via Approximation.,2000
9213,ssdbm/Ludascher09,SSDBM,ssdbm/2009,What Makes Scientific Workflows Scientific?.,2009
9214,ssdbm/Klug81,SSDBM,ssdbm/81,Abe: A Query Language for Constructing Aggregates-by-Example.,1981
9215,ssdbm/KrishnamachariGK08,SSDBM,ssdbm/2008,Privacy-Preserving Publication of User Locations in the Proximity of Sensitive Sites.,2008
9216,ssdbm/KaffesBSS18,SSDBM,ssdbm/2018,Finding shortest keyword covering routes in road networks.,2018
9217,ssdbm/LangguthS10,SSDBM,ssdbm/2010,Optimizing Resource Allocation for Scientific Workflows Using Advance Reservations.,2010
9218,ssdbm/ParadiesLB15,SSDBM,ssdbm/2015,GRAPHITE: an extensible graph traversal framework for relational database management systems.,2015
