key,author
topnoc/AalstD13,Wil M. P. van der Aalst
topnoc/MarroneMNPRV12,Nicola Mazzocca
topnoc/MarroneMNPRV12,Roberta Presta
topnoc/MarroneMNPRV12,Roberto Nardone
topnoc/MarroneMNPRV12,Simon Pietro Romano
topnoc/MarroneMNPRV12,Stefano Marrone
topnoc/MarroneMNPRV12,Valeria Vittorini
topnoc/BernardinelloMP13,Elisabetta Mangioni
topnoc/BernardinelloMP13,Luca Bernardinello
topnoc/BernardinelloMP13,Lucia Pomello
topnoc/Wester-EbbinghausMK10,Daniel Moldt
topnoc/Wester-EbbinghausMK10,Matthias Wester-Ebbinghaus
topnoc/Wester-EbbinghausMK10,Michael Köhler-Bußmeier
topnoc/NiewiadomskiP15,Artur Niewiadomski
topnoc/NiewiadomskiP15,Wojciech Penczek
topnoc/MontaliR17,Andrey Rivkin
topnoc/MontaliR17,Marco Montali
topnoc/KnapikSP10,Maciej Szreter
topnoc/KnapikSP10,Michal Knapik
topnoc/KnapikSP10,Wojciech Penczek
topnoc/Wolf09,Karsten Wolf
topnoc/KnapikP12,Michal Knapik
topnoc/KnapikP12,Wojciech Penczek
topnoc/JensenNOS16,Jirí Srba
topnoc/JensenNOS16,Jonas Finnemann Jensen
topnoc/JensenNOS16,Lars Kaerlund Oestergaard
topnoc/JensenNOS16,Thomas Nielsen
topnoc/KleijnKP14,Jetty Kleijn
topnoc/KleijnKP14,Maciej Koutny
topnoc/KleijnKP14,Marta Pietkiewicz-Koutny
topnoc/PenczekPZ10,Agata Pólrola
topnoc/PenczekPZ10,Andrzej Zbrzezny
topnoc/PenczekPZ10,Wojciech Penczek
topnoc/BruneoLP12,Antonio Puliafito
topnoc/BruneoLP12,Dario Bruneo
topnoc/BruneoLP12,Francesco Longo 0001
topnoc/HeeHHPT10,Geert-Jan Houben
topnoc/HeeHHPT10,Jan Hidders
topnoc/HeeHHPT10,Jan Paredaens
topnoc/HeeHHPT10,Kees M. van Hee
topnoc/HeeHHPT10,Philippe Thiran
topnoc/BestW13,Eike Best
topnoc/BestW13,Harro Wimmel
topnoc/DongenMW09,Ana Karla Alves de Medeiros
topnoc/DongenMW09,Boudewijn F. van Dongen
topnoc/DongenMW09,L. Wen
topnoc/Winkowski17,Józef Winkowski
topnoc/Aalst09,Wil M. P. van der Aalst
topnoc/Westergaard12,Michael Westergaard
topnoc/RibeiroC16,Joel Ribeiro
topnoc/RibeiroC16,Josep Carmona
topnoc/EnnaouiNT18,Farouk Toumani
topnoc/EnnaouiNT18,Karima Ennaoui
topnoc/EnnaouiNT18,Lhouari Nourine
topnoc/PuraB15,Didier Buchs
topnoc/PuraB15,Mihai-Lica Pura
topnoc/Valmari13,Antti Valmari
topnoc/KristensenJ08,Kurt Jensen
topnoc/KristensenJ08,Lars Michael Kristensen
topnoc/BarylskaBSS17,Eike Best
topnoc/BarylskaBSS17,Kamila Barylska
topnoc/BarylskaBSS17,Uli Schlachter
topnoc/BarylskaBSS17,Valentin Spreckels
topnoc/BergenthumDHM12,Andreas Harrer
topnoc/BergenthumDHM12,Jörg Desel
topnoc/BergenthumDHM12,Robin Bergenthum
topnoc/BergenthumDHM12,Sebastian Mauser
topnoc/LassenD08,Boudewijn F. van Dongen
topnoc/LassenD08,Kristian Bisgaard Lassen
topnoc/MokhovCB16,Andrey Mokhov
topnoc/MokhovCB16,Jonathan Beaumont
topnoc/MokhovCB16,Josep Carmona
topnoc/WangKMS18,Hein Meling
topnoc/WangKMS18,Lars Michael Kristensen
topnoc/WangKMS18,Rui Wang
topnoc/WangKMS18,Volker Stolz
topnoc/AalstSW13,Christian Stahl
topnoc/AalstSW13,Michael Westergaard
topnoc/AalstSW13,Wil M. P. van der Aalst
topnoc/KordonGHPJRH16,César Rodríguez
topnoc/KordonGHPJRH16,Emmanuel Paviot-Adet
topnoc/KordonGHPJRH16,Fabrice Kordon
topnoc/KordonGHPJRH16,Francis Hulin-Hubard
topnoc/KordonGHPJRH16,Hubert Garavel
topnoc/KordonGHPJRH16,Lom-Messan Hillah
topnoc/KordonGHPJRH16,Loïg Jezequel
topnoc/Wester-EbbinghausK13,Matthias Wester-Ebbinghaus
topnoc/Wester-EbbinghausK13,Michael Köhler-Bußmeier
topnoc/CabacMW14,David Mosteller
topnoc/CabacMW14,Lawrence Cabac
topnoc/CabacMW14,Matthias Wester-Ebbinghaus
topnoc/EvangelistaWK09,Lars Michael Kristensen
topnoc/EvangelistaWK09,Michael Westergaard
topnoc/EvangelistaWK09,Sami Evangelista
topnoc/VerbeekPAW08,A. Johannes Pretorius
topnoc/VerbeekPAW08,Henricus M. W. (Eric) Verbeek
topnoc/VerbeekPAW08,Jarke J. van Wijk
topnoc/VerbeekPAW08,Wil M. P. van der Aalst
topnoc/BillingtonVG09,Guy Edward Gallasch
topnoc/BillingtonVG09,Jonathan Billington
topnoc/BillingtonVG09,Somsak Vanit-Anunchai
topnoc/CalzolaiNLT08,Francesco Calzolai
topnoc/CalzolaiNLT08,Francesco Tiezzi
topnoc/CalzolaiNLT08,Michele Loreti
topnoc/CalzolaiNLT08,Rocco De Nicola
topnoc/ShilS15,Assia Ben Shil
topnoc/ShilS15,Kaouther Blibech Sinaoui
topnoc/MostellerCH16,David Mosteller
topnoc/MostellerCH16,Lawrence Cabac
topnoc/MostellerCH16,Michael Haustermann
topnoc/BonnefoiCK09,Christine Choppy
topnoc/BonnefoiCK09,Fabien Bonnefoi
topnoc/BonnefoiCK09,Fabrice Kordon
topnoc/HillahKLP12,Charles Lakos
topnoc/HillahKLP12,Fabrice Kordon
topnoc/HillahKLP12,Laure Petrucci
topnoc/HillahKLP12,Lom-Messan Hillah
topnoc/DongenDA12,Boudewijn F. van Dongen
topnoc/DongenDA12,Jörg Desel
topnoc/DongenDA12,Wil M. P. van der Aalst
topnoc/GogolinskaMP18,Anna Gogolinska
topnoc/GogolinskaMP18,Lukasz Mikulski
topnoc/GogolinskaMP18,Marcin Piatkowski
topnoc/KleijnK13,Jetty Kleijn
topnoc/KleijnK13,Maciej Koutny
topnoc/BrogiCSW16,Andrea Canciani
topnoc/BrogiCSW16,Antonio Brogi
topnoc/BrogiCSW16,Jacopo Soldani
topnoc/BrogiCSW16,PengWei Wang
topnoc/BernardinelloKP16,Görkem Kilinç
topnoc/BernardinelloKP16,Luca Bernardinello
topnoc/BernardinelloKP16,Lucia Pomello
topnoc/RussellAH09,Arthur H. M. ter Hofstede
topnoc/RussellAH09,Nick C. Russell
topnoc/RussellAH09,Wil M. P. van der Aalst
topnoc/MansRAMB10,Arnold J. Moleman
topnoc/MansRAMB10,Nick C. Russell
topnoc/MansRAMB10,Piet J. M. Bakker
topnoc/MansRAMB10,Ronny Mans
topnoc/MansRAMB10,Wil M. P. van der Aalst
topnoc/KristensenS13,Kent Inge Fagerland Simonsen
topnoc/KristensenS13,Lars Michael Kristensen
topnoc/BonetHHT08,Blai Bonet
topnoc/BonetHHT08,Patrik Haslum
topnoc/BonetHHT08,Sarah L. Hickmott
topnoc/BonetHHT08,Sylvie Thiébaux
topnoc/KhomenkoG15,Vasileios Germanos
topnoc/KhomenkoG15,Victor Khomenko
topnoc/BergenthumS15,Joachim Schick
topnoc/BergenthumS15,Robin Bergenthum
topnoc/HoussayePD17,Franck Pommereau
topnoc/HoussayePD17,Jordan de la Houssaye
topnoc/HoussayePD17,Philippe Deniel
topnoc/WestergaardFS13,Christian Stahl
topnoc/WestergaardFS13,Dirk Fahland
topnoc/WestergaardFS13,Michael Westergaard
topnoc/Carmona12,Josep Carmona
topnoc/Reisig13,Wolfgang Reisig
topnoc/ShershakovKL17,Anna A. Kalenkova
topnoc/ShershakovKL17,Irina A. Lomazova
topnoc/ShershakovKL17,Sergey A. Shershakov
topnoc/Klai15,Kais Klai
topnoc/Vanit-Anunchai16,Somsak Vanit-Anunchai
topnoc/ChoppyDEKPY12,Anna Dedova
topnoc/ChoppyDEKPY12,Christine Choppy
topnoc/ChoppyDEKPY12,Kais Klai
topnoc/ChoppyDEKPY12,Laure Petrucci
topnoc/ChoppyDEKPY12,Sami Evangelista
topnoc/ChoppyDEKPY12,Samir Youcef
topnoc/Verbeek17,H. M. W. Verbeek
topnoc/DanoyBB10,Grégoire Danoy
topnoc/DanoyBB10,Olivier Boissier
topnoc/DanoyBB10,Pascal Bouvry
topnoc/ZelstBD18,Alfredo Bolt
topnoc/ZelstBD18,Boudewijn F. van Dongen
topnoc/ZelstBD18,Sebastiaan J. van Zelst
topnoc/0001DJ13,Gabriel Juhás
topnoc/0001DJ13,Jörg Desel
topnoc/0001DJ13,Robert Lorenz 0001
topnoc/Mendling09,Jan Mendling
topnoc/AalstHHSVVW09,Arthur H. M. ter Hofstede
topnoc/AalstHHSVVW09,H. M. W. Verbeek
topnoc/AalstHHSVVW09,Kees M. van Hee
topnoc/AalstHHSVVW09,Marc Voorhoeve
topnoc/AalstHHSVVW09,Moe Thandar Wynn
topnoc/AalstHHSVVW09,Natalia Sidorova
topnoc/AalstHHSVVW09,Wil M. P. van der Aalst
topnoc/HeinerRST16,Alexey A. Tovchigrechko
topnoc/HeinerRST16,Christian Rohr
topnoc/HeinerRST16,Martin Schwarick
topnoc/HeinerRST16,Monika Heiner
topnoc/CiardoZJ12,Gianfranco Ciardo
topnoc/CiardoZJ12,Xiaoqing Jin
topnoc/CiardoZJ12,Yang Zhao 0011
topnoc/BergenthumDM09,Jörg Desel
topnoc/BergenthumDM09,Robin Bergenthum
topnoc/BergenthumDM09,Sebastian Mauser
topnoc/DahmaniIB08,Djaouida Dahmani
topnoc/DahmaniIB08,Jean-Michel Ilié
topnoc/DahmaniIB08,Malika Boukala
topnoc/ChesaniLMMRS09,Evelina Lamma
topnoc/ChesaniLMMRS09,Fabrizio Riguzzi
topnoc/ChesaniLMMRS09,Federico Chesani
topnoc/ChesaniLMMRS09,Marco Montali
topnoc/ChesaniLMMRS09,Paola Mello
topnoc/ChesaniLMMRS09,Sergio Storari
topnoc/HeeSW13a,Jan Martijn E. M. van der Werf
topnoc/HeeSW13a,Kees M. van Hee
topnoc/HeeSW13a,Natalia Sidorova
topnoc/Hamez16,Alexandre Hamez
topnoc/MietznerKL09,Dimka Karastoyanova
topnoc/MietznerKL09,Frank Leymann
topnoc/MietznerKL09,Ralph Mietzner
topnoc/KoutnyP12,Maciej Koutny
topnoc/KoutnyP12,Marta Pietkiewicz-Koutny
topnoc/MaissaKMT13,Fabrice Kordon
topnoc/MaissaKMT13,Salma Mouline
topnoc/MaissaKMT13,Yann Ben Maissa
topnoc/MaissaKMT13,Yann Thierry-Mieg
topnoc/WestergaardK12,Lars Michael Kristensen
topnoc/WestergaardK12,Michael Westergaard
topnoc/MollerHMS18,David Mosteller
topnoc/MollerHMS18,Dennis Schmitz
topnoc/MollerHMS18,Michael Haustermann
topnoc/MollerHMS18,Pascale Möller
topnoc/ValmariH17,Antti Valmari
topnoc/ValmariH17,Henri Hansen
topnoc/ArnoldB12,Jonathan Billington
topnoc/ArnoldB12,Sonya Arnold
topnoc/Lakos09,Charles Lakos
topnoc/Kohler-BussmeierWM09,Daniel Moldt
topnoc/Kohler-BussmeierWM09,Matthias Wester-Ebbinghaus
topnoc/Kohler-BussmeierWM09,Michael Köhler-Bußmeier
topnoc/KoninckW17,Jochen De Weerdt
topnoc/KoninckW17,Pieter De Koninck
topnoc/BetzCDWW14,Lawrence Cabac
topnoc/BetzCDWW14,Matthias Wester-Ebbinghaus
topnoc/BetzCDWW14,Michael Duvigneau
topnoc/BetzCDWW14,Thomas Wagner 0003
topnoc/BetzCDWW14,Tobias Betz
topnoc/CortadellaKBCJ08,Dmitry Bufistov
topnoc/CortadellaKBCJ08,Jordi Cortadella
topnoc/CortadellaKBCJ08,Jorge Júlvez
topnoc/CortadellaKBCJ08,Josep Carmona
topnoc/CortadellaKBCJ08,Michael Kishinevsky
topnoc/EisentrautH08,Christian Eisentraut
topnoc/EisentrautH08,Holger Hermanns
topnoc/RamosBHH08,Alessandro Di Bucchianico
topnoc/RamosBHH08,Isaac Corro Ramos
topnoc/RamosBHH08,Kees M. van Hee
topnoc/RamosBHH08,Lusine Hakobyan
topnoc/RoyS16,A. S. M. Sajeev
topnoc/RoyS16,Suman Roy 0001
topnoc/KordonGHPJHABBEJBLMSTPW18,Bernard Berthomieu
topnoc/KordonGHPJHABBEJBLMSTPW18,Didier Le Botlan
topnoc/KordonGHPJHABBEJBLMSTPW18,Elvio Gilberto Amparore
topnoc/KordonGHPJHABBEJBLMSTPW18,Emmanuel Paviot-Adet
topnoc/KordonGHPJHABBEJBLMSTPW18,Fabrice Kordon
topnoc/KordonGHPJHABBEJBLMSTPW18,Francis Hulin-Hubard
topnoc/KordonGHPJHABBEJBLMSTPW18,Hubert Garavel
topnoc/KordonGHPJHABBEJBLMSTPW18,Hugues Evrard
topnoc/KordonGHPJHABBEJBLMSTPW18,Jaco van de Pol
topnoc/KordonGHPJHABBEJBLMSTPW18,Jeroen Meijer
topnoc/KordonGHPJHABBEJBLMSTPW18,Jirí Srba
topnoc/KordonGHPJHABBEJBLMSTPW18,Karsten Wolf
topnoc/KordonGHPJHABBEJBLMSTPW18,Lom-Messan Hillah
topnoc/KordonGHPJHABBEJBLMSTPW18,Loïg Jezequel
topnoc/KordonGHPJHABBEJBLMSTPW18,Marco Beccuti
topnoc/KordonGHPJHABBEJBLMSTPW18,Peter Gjøl Jensen
topnoc/KordonGHPJHABBEJBLMSTPW18,Torsten Liebke
topnoc/KordonGHPJHABBEJBLMSTPW18,Yann Thierry-Mieg
topnoc/Rohr13,Christian Rohr
topnoc/JanowskaPPZ13,Agata Janowska
topnoc/JanowskaPPZ13,Agata Pólrola
topnoc/JanowskaPPZ13,Andrzej Zbrzezny
topnoc/JanowskaPPZ13,Wojciech Penczek
topnoc/DeselE16,Javier Esparza
topnoc/DeselE16,Jörg Desel
topnoc/DeselM10,Agathe Merceron
topnoc/DeselM10,Jörg Desel
topnoc/Kindler12,Ekkart Kindler
topnoc/BernardinelloKMP14,Elisabetta Mangioni
topnoc/BernardinelloKMP14,Görkem Kilinç
topnoc/BernardinelloKMP14,Luca Bernardinello
topnoc/BernardinelloKMP14,Lucia Pomello
topnoc/Kindler09,Ekkart Kindler
topnoc/HongKPE12,Emmanuel Paviot-Adet
topnoc/HongKPE12,Fabrice Kordon
topnoc/HongKPE12,Sami Evangelista
topnoc/HongKPE12,Silien Hong
topnoc/LohmannVD09,Eric Verbeek 0001
topnoc/LohmannVD09,Niels Lohmann
topnoc/LohmannVD09,Remco M. Dijkman
topnoc/EvangelistaK10,Lars Michael Kristensen
topnoc/EvangelistaK10,Sami Evangelista
topnoc/WagnerQMR12,Christine Reese
topnoc/WagnerQMR12,Daniel Moldt
topnoc/WagnerQMR12,José Ghislain Quenum
topnoc/WagnerQMR12,Thomas Wagner 0003
topnoc/AmparoreDBGM18,Andrew S. Miner
topnoc/AmparoreDBGM18,Elvio Gilberto Amparore
topnoc/AmparoreDBGM18,Giulio Garbi
topnoc/AmparoreDBGM18,Marco Beccuti
topnoc/AmparoreDBGM18,Susanna Donatelli
topnoc/KnapikNPPSZ10,Agata Pólrola
topnoc/KnapikNPPSZ10,Andrzej Zbrzezny
topnoc/KnapikNPPSZ10,Artur Niewiadomski
topnoc/KnapikNPPSZ10,Maciej Szreter
topnoc/KnapikNPPSZ10,Michal Knapik
topnoc/KnapikNPPSZ10,Wojciech Penczek
topnoc/DedovaP13,Anna Dedova
topnoc/DedovaP13,Laure Petrucci
topnoc/BernardinelloFPA18,Adrián Puerto Aubel
topnoc/BernardinelloFPA18,Carlo Ferigato
topnoc/BernardinelloFPA18,Luca Bernardinello
topnoc/BernardinelloFPA18,Lucia Pomello
topnoc/HerajySH13,Martin Schwarick
topnoc/HerajySH13,Monika Heiner
topnoc/HerajySH13,Mostafa Herajy
topnoc/BillingtonY09,Cong Yuan
topnoc/BillingtonY09,Jonathan Billington
topnoc/KordonLBCELLPTW12,Alban Linard
topnoc/KordonLBCELLPTW12,Didier Buchs
topnoc/KordonLBCELLPTW12,Emmanuel Paviot-Adet
topnoc/KordonLBCELLPTW12,Fabrice Kordon
topnoc/KordonLBCELLPTW12,Harro Wimmel
topnoc/KordonLBCELLPTW12,Kai Lampka
topnoc/KordonLBCELLPTW12,Maximilien Colange
topnoc/KordonLBCELLPTW12,Niels Lohmann
topnoc/KordonLBCELLPTW12,Sami Evangelista
topnoc/KordonLBCELLPTW12,Yann Thierry-Mieg
topnoc/PuhlmannW09,Frank Puhlmann
topnoc/PuhlmannW09,Mathias Weske
topnoc/Xu09,Xian Xu 0001
topnoc/Wolf16,Karsten Wolf
topnoc/Elhog-BenzinaHH12,Dorsaf Elhog-Benzina
topnoc/Elhog-BenzinaHH12,Rolf Hennicker
topnoc/Elhog-BenzinaHH12,Serge Haddad
topnoc/RussellH09,Arthur H. M. ter Hofstede
topnoc/RussellH09,Nick Russell
topnoc/SedlmajerBHLBM12,Alban Linard
topnoc/SedlmajerBHLBM12,Alexis Marechal
topnoc/SedlmajerBHLBM12,Didier Buchs
topnoc/SedlmajerBHLBM12,Edmundo López Bóbeda
topnoc/SedlmajerBHLBM12,Nicolas Sedlmajer
topnoc/SedlmajerBHLBM12,Steve Hostettler
topnoc/MansARBMLJ09,Arnold J. Moleman
topnoc/MansARBMLJ09,Jens Bæk Jørgensen
topnoc/MansARBMLJ09,Kristian Bisgaard Lassen
topnoc/MansARBMLJ09,Nick C. Russell
topnoc/MansARBMLJ09,Piet J. M. Bakker
topnoc/MansARBMLJ09,R. S. Mans
topnoc/MansARBMLJ09,Wil M. P. van der Aalst
topnoc/Lopez-GraoC12,José Manuel Colom
topnoc/Lopez-GraoC12,Juan-Pablo López-Grao
topnoc/BarylskaBEMP16,Eike Best
topnoc/BarylskaBEMP16,Evgeny Erofeev
topnoc/BarylskaBEMP16,Kamila Barylska
topnoc/BarylskaBEMP16,Lukasz Mikulski
topnoc/BarylskaBEMP16,Marcin Piatkowski
topnoc/Banaji12,Murad Banaji
topnoc/JinLC14,Gianfranco Ciardo
topnoc/JinLC14,Xiaoqing Jin
topnoc/JinLC14,Yousra Lembachar
topnoc/SimonsenKK16,Ekkart Kindler
topnoc/SimonsenKK16,Kent Inge Fagerland Simonsen
topnoc/SimonsenKK16,Lars Michael Kristensen
topnoc/HeeSW13,Jan Martijn E. M. van der Werf
topnoc/HeeSW13,Kees M. van Hee
topnoc/HeeSW13,Natalia Sidorova
topnoc/SalemDK12,Ala-Eddine Ben Salem
topnoc/SalemDK12,Alexandre Duret-Lutz
topnoc/SalemDK12,Fabrice Kordon
tlsdkcs/FengLHD13,Haitang Feng
tlsdkcs/FengLHD13,Mohand-Said Hacid
tlsdkcs/FengLHD13,Nicolas Lumineau
tlsdkcs/FengLHD13,Richard Domps
tlsdkcs/CarvalhoFGP16,Cassia de Souza Carvalho
tlsdkcs/CarvalhoFGP16,Claudio Luis de Camargo Penteado
tlsdkcs/CarvalhoFGP16,Denise Hideko Goya
tlsdkcs/CarvalhoFGP16,Fabrício Olivetti de França
tlsdkcs/SurduGSP13,Jean-Marc Petit
tlsdkcs/SurduGSP13,Sabina Surdu
tlsdkcs/SurduGSP13,Vasile-Marian Scuturici
tlsdkcs/SurduGSP13,Yann Gripay
tlsdkcs/TalebET13,Ahmad Taleb
tlsdkcs/TalebET13,Hiba Tabbara
tlsdkcs/TalebET13,Todd Eavis
tlsdkcs/Ait-SadouneA13,Idir Aït-Sadoune
tlsdkcs/Ait-SadouneA13,Yamine Aït Ameur
tlsdkcs/ChabinAMR13,Jacques Chabin
tlsdkcs/ChabinAMR13,Martin A. Musicante
tlsdkcs/ChabinAMR13,Mirian Halfeld Ferrari Alves
tlsdkcs/ChabinAMR13,Pierre Réty
tlsdkcs/Leitao09,Paulo Leitão
tlsdkcs/0001XI12a,Chuan Xiao
tlsdkcs/0001XI12a,Xi Guo 0001
tlsdkcs/0001XI12a,Yoshiharu Ishikawa
tlsdkcs/AtkinsonBD12,Colin Atkinson 0001
tlsdkcs/AtkinsonBD12,Dirk Draheim
tlsdkcs/AtkinsonBD12,Philipp Bostan
tlsdkcs/0001RA16,Alberto Abelló
tlsdkcs/0001RA16,Oscar Romero 0001
tlsdkcs/0001RA16,Petar Jovanovic 0001
tlsdkcs/TruongRN17,Anh Truong
tlsdkcs/TruongRN17,Silvio Ranise
tlsdkcs/TruongRN17,Thanh Tung Nguyen
tlsdkcs/MohaniaBRCG09,Himanshu Gupta
tlsdkcs/MohaniaBRCG09,Manish Bhide
tlsdkcs/MohaniaBRCG09,Mukesh K. Mohania
tlsdkcs/MohaniaBRCG09,Prasan Roy
tlsdkcs/MohaniaBRCG09,Venkatesan T. Chakaravarthy
tlsdkcs/XieOZY16,Hong Yang
tlsdkcs/XieOZY16,Kaan Ozbay
tlsdkcs/XieOZY16,Kun Xie
tlsdkcs/XieOZY16,Yuan Zhu
tlsdkcs/MaskatPE16,Norman W. Paton
tlsdkcs/MaskatPE16,Ruhaila Maskat
tlsdkcs/MaskatPE16,Suzanne M. Embury
tlsdkcs/QayumiN18,Alex Norta
tlsdkcs/QayumiN18,Karima Qayumi
tlsdkcs/AfsarmaneshEMC09,Ekaterina Ermilova
tlsdkcs/AfsarmaneshEMC09,Hamideh Afsarmanesh
tlsdkcs/AfsarmaneshEMC09,Luis M. Camarinha-Matos
tlsdkcs/AfsarmaneshEMC09,Simon Samwel Msanjila
tlsdkcs/HeendaliyaLH12a,Ali R. Hurson
tlsdkcs/HeendaliyaLH12a,Dan Lin 0001
tlsdkcs/HeendaliyaLH12a,Lasanthi Heendaliya
tlsdkcs/CerqueusCL12,Philippe Lamarre
tlsdkcs/CerqueusCL12,Sylvie Cazalens
tlsdkcs/CerqueusCL12,Thomas Cerqueus
tlsdkcs/WildWHTG15,Alexey Tschudnowsky
tlsdkcs/WildWHTG15,Fabian Wiedemann
tlsdkcs/WildWHTG15,Martin Gaedke
tlsdkcs/WildWHTG15,Sebastian Heil
tlsdkcs/WildWHTG15,Stefan Wild
tlsdkcs/KayemVM18,Anne V. D. M. Kayem
tlsdkcs/KayemVM18,C. T. Vester
tlsdkcs/KayemVM18,Christoph Meinel
tlsdkcs/LeungCJ13,Alfredo Cuzzocrea
tlsdkcs/LeungCJ13,Carson Kai-Sang Leung
tlsdkcs/LeungCJ13,Fan Jiang 0001
tlsdkcs/BohmNPWZ09,Andrew Zherdin
tlsdkcs/BohmNPWZ09,Bianca Wackersreuther
tlsdkcs/BohmNPWZ09,Christian Böhm
tlsdkcs/BohmNPWZ09,Claudia Plant
tlsdkcs/BohmNPWZ09,Robert Noll
tlsdkcs/GilFT19,A Min Tjoa
tlsdkcs/GilFT19,Bernhard Freudenthaler
tlsdkcs/GilFT19,Jorge Martínez Gil
tlsdkcs/Quang-HungTS14,Nam Thoai
tlsdkcs/Quang-HungTS14,Nguyen Quang-Hung
tlsdkcs/Quang-HungTS14,Nguyen Thanh Son 0002
tlsdkcs/PrzymusK14,Krzysztof Kaczmarski
tlsdkcs/PrzymusK14,Piotr Przymus
tlsdkcs/ScheweGIKNKKFZ15,Bernhard Freudenthaler
tlsdkcs/ScheweGIKNKKFZ15,Christa Illibauer
tlsdkcs/ScheweGIKNKKFZ15,Christine Natschläger-Carpella
tlsdkcs/ScheweGIKNKKFZ15,Felix Kossak
tlsdkcs/ScheweGIKNKKFZ15,Jan Kubovy
tlsdkcs/ScheweGIKNKKFZ15,Klaus-Dieter Schewe
tlsdkcs/ScheweGIKNKKFZ15,Theodorich Kopetzky
tlsdkcs/ScheweGIKNKKFZ15,Thomas Ziebermayr
tlsdkcs/ScheweGIKNKKFZ15,Verena Geist
tlsdkcs/GomesS15,André Santanchè
tlsdkcs/GomesS15,Luiz Gomes Jr.
tlsdkcs/StefanidisNPNK13,Eirini Ntoutsi
tlsdkcs/StefanidisNPNK13,Hans-Peter Kriegel
tlsdkcs/StefanidisNPNK13,Kjetil Nørvåg
tlsdkcs/StefanidisNPNK13,Kostas Stefanidis
tlsdkcs/StefanidisNPNK13,Mihalis Petropoulos
tlsdkcs/DangD14,Tran Khanh Dang
tlsdkcs/DangD14,Tran Tri Dang
tlsdkcs/ThiCL17,Nga Nguyen Thi
tlsdkcs/ThiCL17,Nhien-An Le-Khac
tlsdkcs/ThiCL17,Van Loi Cao
tlsdkcs/Draheim16,Dirk Draheim
tlsdkcs/NguyenNW13,Hai-Long Nguyen
tlsdkcs/NguyenNW13,Wee Keong Ng
tlsdkcs/NguyenNW13,Yew-Kwong Woon
tlsdkcs/PutzP19,Benedikt Putz
tlsdkcs/PutzP19,Günther Pernul
tlsdkcs/AnHHT14,Le Hong Trang
tlsdkcs/AnHHT14,Nguyen Ngoc Hai
tlsdkcs/AnHHT14,Thanh An Phan
tlsdkcs/AnHHT14,Tran Van Hoai
tlsdkcs/FerrarottiHLMM13,Emir Muñoz
tlsdkcs/FerrarottiHLMM13,Flavio Ferrarotti
tlsdkcs/FerrarottiHLMM13,Mauricio Marín
tlsdkcs/FerrarottiHLMM13,Sebastian Link
tlsdkcs/FerrarottiHLMM13,Sven Hartmann
tlsdkcs/PhamKMAJVL18,Anh Le
tlsdkcs/PhamKMAJVL18,Bay Vo
tlsdkcs/PhamKMAJVL18,Ira Assent
tlsdkcs/PhamKMAJVL18,Jesper Kristensen
tlsdkcs/PhamKMAJVL18,Jon Jacobsen
tlsdkcs/PhamKMAJVL18,Son T. Mai
tlsdkcs/PhamKMAJVL18,The Hai Pham
tlsdkcs/MetouiBA17,Alessandro Armando
tlsdkcs/MetouiBA17,Michele Bezzi
tlsdkcs/MetouiBA17,Nadia Metoui
tlsdkcs/YanJ15,Peng Yan
tlsdkcs/YanJ15,Wei Jin 0006
tlsdkcs/DanderHNPSB11,Andreas Dander
tlsdkcs/DanderHNPSB11,Bernhard Pfeifer
tlsdkcs/DanderHNPSB11,Christian Baumgartner
tlsdkcs/DanderHNPSB11,Michael Handler
tlsdkcs/DanderHNPSB11,Michael Netzer
tlsdkcs/DanderHNPSB11,Michael Seger
tlsdkcs/GuzunTC14,Gheorghi Guzun
tlsdkcs/GuzunTC14,Guadalupe Canahuate
tlsdkcs/GuzunTC14,Joel E. Tosado
tlsdkcs/MichelFM19,Catherine Faron-Zucker
tlsdkcs/MichelFM19,Franck Michel
tlsdkcs/MichelFM19,Johan Montagnat
tlsdkcs/Liroz-GistauAPPV13,Esther Pacitti
tlsdkcs/Liroz-GistauAPPV13,Fábio Porto
tlsdkcs/Liroz-GistauAPPV13,Miguel Liroz-Gistau
tlsdkcs/Liroz-GistauAPPV13,Patrick Valduriez
tlsdkcs/Liroz-GistauAPPV13,Reza Akbarinia
tlsdkcs/CamaraK09,Alfred Kobsa
tlsdkcs/CamaraK09,Javier Cámara
tlsdkcs/JajodiaLS13,Sushil Jajodia
tlsdkcs/JajodiaLS13,Thomas J. E. Schwarz
tlsdkcs/JajodiaLS13,Witold Litwin
tlsdkcs/LeDTN14,Quynh Chi Truong
tlsdkcs/LeDTN14,Thi Ai Thao Nguyen
tlsdkcs/LeDTN14,Thu Thi Bao Le
tlsdkcs/LeDTN14,Tran Khanh Dang
tlsdkcs/ChristodoulouPF15,Alvaro A. A. Fernandes
tlsdkcs/ChristodoulouPF15,Klitos Christodoulou
tlsdkcs/ChristodoulouPF15,Norman W. Paton
tlsdkcs/FrankP12,Lars Frank
tlsdkcs/FrankP12,Rasmus Ulslev Pedersen
tlsdkcs/JaikarN16,Amol Jaikar
tlsdkcs/JaikarN16,Seo-Young Noh
tlsdkcs/ChenH15,Meichun Hsu
tlsdkcs/ChenH15,Qiming Chen
tlsdkcs/LeclercqGGS19,Annabelle Gillet
tlsdkcs/LeclercqGGS19,Marinette Savonnet
tlsdkcs/LeclercqGGS19,Thierry Grison
