key,title,year,crossref
tcci/WalFRMB17,"Simulating Crowd Evacuation with Socio-Cultural, Cognitive, and Emotional Elements.",2017,tcci/2017-27
tcci/HorakPS12,Power Network Reliability Computations Using Multi-agent Simulation.,2012,tcci/2012-8
tcci/NalepaF10,Integration Proposal for Description Logic and Attributive Logic - Towards Semantic Web Rules.,2010,tcci/2010-2
tcci/MariesS11,Enhancing the Computational Collective Intelligence within Communities of Practice Using Trust and Reputation Models.,2011,tcci/2011-3
tcci/Piech12,Sequence Automata for Researching Consensus Levels.,2012,tcci/2012-8
tcci/Cadegnani0IRLVA17,Exploiting Linguistic Analysis on URLs for Recommending Web Pages: A Comparative Study.,2017,tcci/2017-26
tcci/SmithSW14,Designing Adaptive Systems Using Teleo-Reactive Agents.,2014,tcci/2014-16
tcci/NouriDG18,Controlling a Single Transport Robot in a Flexible Job Shop Environment by Hybrid Metaheuristics.,2018,tcci/2018-28
tcci/VrdoljakBPJK10,Group-Oriented Services: A Shift towards Consumer-Managed Relationships in the Telecom Industry.,2010,tcci/2010-2
tcci/DaneshNADMS11,"Data Clustering Based on an Efficient Hybrid of K-Harmonic Means, PSO and GA.",2011,tcci/2011-4
tcci/OSheaBC12,A Multi-classifier Approach to Dialogue Act Classification Using Function Words.,2012,tcci/2012-7
tcci/LiuZLDSBM14,Towards Formal Modelling and Verification of Pervasive Computing Systems.,2014,tcci/2014-16
tcci/IoannouV16,Searching Web 2.0 Data Through Entity-Based Aggregation.,2016,tcci/2016-21
tcci/BhattacharyaC19,QoS Preservation in Web Service Selection.,2019,tcci/2019-33
tcci/Machova13,Opinion Analysis of Texts Extracted from the Social Web Contributions.,2013,tcci/2013-12
tcci/OrlowskiZOKSP16e,Ontology of the Design Pattern Language for Smart Cities Systems.,2016,tcci/2016-25
tcci/OrlowskiSKK18,Decision Processes Based on IoT Data for Sustainable Smart Cities.,2018,tcci/2018-31
tcci/ChilipireaPDPX15,Enabling Vehicular Data with Distributed Machine Learning.,2015,tcci/2015-19
tcci/SaltoA15,Adapting Distributed Evolutionary Algorithms to Heterogeneous Hardware.,2015,tcci/2015-19
tcci/PhamCT14,Nature-Inspired Intelligent Optimisation Using the Bees Algorithm.,2014,tcci/2014-13
tcci/GathHV15,Concurrent and Distributed Shortest-Path Searches in Multiagent-Based Transport Systems.,2015,tcci/2015-20
tcci/MemonT12,An Agent Model for Cognitive and Affective Empathic Understanding of Other Agents.,2012,tcci/2012-6
tcci/Begier11,Quality Assessment of an Expert System: An Instrument of Regular Feedback from Users.,2011,tcci/2011-3
tcci/Meyer-NiebergK18,Can Evolution Strategies Benefit from Shrinkage Estimators?,2018,tcci/2018-28
tcci/Hernes15,Performance Evaluation of the Customer Relationship Management Agent's in a Cognitive Integrated Management Support System.,2015,tcci/2015-18
tcci/ChiangAM16,Data Driven Discovery of Attribute Dictionaries.,2016,tcci/2016-21
tcci/Stach17,Sub-Coalitional Approach to Values.,2017,tcci/2017-27
tcci/JutteW18,Modelling of Emotional Contagion in Soccer Fans.,2018,tcci/2018-30
tcci/LeeC11,Rule Extraction Based on Rough Fuzzy Sets in Fuzzy Information Systems.,2011,tcci/2011-3
tcci/ZagarRR10,Pricing the Services in Dynamic Environment: Agent Pricing Model.,2010,tcci/2010-2
tcci/GrappioloMY14,Validating Generic Metrics of Fairness in Game-Based Resource Allocation Scenarios with Crowdsourced Annotations.,2014,tcci/2014-13
tcci/AnT10,A Robust Approach for Nonlinear UAV Task Assignment Problem under Uncertainty.,2010,tcci/2010-2
tcci/SuchackaB13,Web Server Support for e-Customer Loyalty through QoS Differentiation.,2013,tcci/2013-12
tcci/BoryczkaKS13,Heterarchy in Constructing Decision Trees - Parallel ACDT.,2013,tcci/2013-10
tcci/HorvatVC16,Evaluation of Keyword Search in Affective Multimedia Databases.,2016,tcci/2016-21
tcci/HolblingPK11,AbSM - Agent-Based Session Mobility.,2011,tcci/2011-4
tcci/KoszelewO13,Evolutionary Algorithm with Geographic Heuristics for Urban Public Transportation.,2013,tcci/2013-12
tcci/BakCJ13,Ontological Modeling of a Class of Linked Economic Crimes.,2013,tcci/2013-9
tcci/SixtoAL18,Analysis of the Structured Information for Subjectivity Detection in Twitter.,2018,tcci/2018-29
tcci/DzienkowskiM12,Agent Cooperation within Adversarial Teams in Dynamic Environment - Key Issues and Development Trends.,2012,tcci/2012-6
tcci/IliadisADS18,Hybrid Soft Computing for Atmospheric Pollution-Climate Change Data Mining.,2018,tcci/2018-30
tcci/Le15,Using Semantic Web for Generating Questions: Do Different Populations Perceive Questions Differently?,2015,tcci/2015-18
tcci/Neri12,Learning Predictive Models for Financial Time Series by Using Agent Based Simulations.,2012,tcci/2012-6
tcci/GarbaGR13,GPU Acceleration for Hermitian Eigensystems.,2013,tcci/2013-10
tcci/RodriguesDFCOC15,Overcoming Limited Onboard Sensing in Swarm Robotics Through Local Communication.,2015,tcci/2015-20
tcci/Leon18,Analyzing the Effects of Alternative Decisions in a Multiagent System with Stigmergy-Based Interactions.,2018,tcci/2018-30
tcci/Hernes19,Consensus Theory for Cognitive Agents' Unstructured Knowledge Conflicts Resolving in Management Information Systems.,2019,tcci/2019-32
tcci/Ahmadi-AbkenariS13,A Clickstream Based Web Page Importance Metric for Customized Search Engines.,2013,tcci/2013-12
tcci/ShahamatniaMDRF16,Evaluative Study of PSO/Snake Hybrid Algorithm and Gradient Path Labeling for Calculating Solar Differential Rotation.,2016,tcci/2016-24
tcci/AndersonBH13,Multi-agent Virtual Machine Management Using the Lightweight Coordination Calculus.,2013,tcci/2013-12
tcci/YamamotoYO11,Head-On Collision Avoidance by Knowledge Exchange under RAF Control of Autonomous Decentralized FMS.,2011,tcci/2011-3
tcci/RekabsazBLH17,Toward Optimized Multimodal Concept Indexing.,2017,tcci/2017-26
tcci/BarbuchaCJRW10,JABAT Middleware as a Tool for Solving Optimization Problems.,2010,tcci/2010-2
tcci/LettmannBEK11,Modeling Agents and Agent Systems.,2011,tcci/2011-5
tcci/JhaN15,On a Multi-agent Distributed Asynchronous Intelligence-Sharing and Learning Framework.,2015,tcci/2015-18
tcci/CegielkaDLMR17,On Ordering a Set of Degressively Proportional Apportionments.,2017,tcci/2017-27
tcci/LiP13,A Hardware Collective Intelligence Agent.,2013,tcci/2013-10
tcci/Dudek13,Artificial Immune System for Forecasting Time Series with Multiple Seasonal Cycles.,2013,tcci/2013-11
tcci/WangMYW15,Security Analysis of Two Identity Based Proxy Re-encryption Schemes in Multi-user Networks.,2015,tcci/2015-19
tcci/Selamat11,Improved N-grams Approach for Web Page Language Identification.,2011,tcci/2011-5
tcci/ZhangZZ15,Zero-Tree Wavelet Algorithm Joint with Huffman Encoding for Image Compression.,2015,tcci/2015-19
tcci/HoogendoornTWW11,Agent-Based Modelling of the Emergence of Collective States Based on Contagion of Individual States in Groups.,2011,tcci/2011-3
tcci/TozickaJDK15,Extensibility Based Multiagent Planner with Plan Diversity Metrics.,2015,tcci/2015-20
tcci/Kyriazis19,Enabling Custom Security Controls as Plugins in Service Oriented Environments.,2019,tcci/2019-33
tcci/OrlowskiZOKSP16a,Implementation of Business Processes in Smart Cities Technology.,2016,tcci/2016-25
tcci/TrandafiliB13,Scalable and High Performing Learning and Mining in Large-Scale Networked Environments: A State-of-the-art Survey.,2013,tcci/2013-10
tplop/PontKB09,"Meeting Real-Time Constraints Using ""Sandwich Delays"".",2009,tplop/2009-1
tplop/AguiarD11,Patterns for Effectively Documenting Frameworks.,2011,tplop/2011-2
tplop/Saridakis09,Design Patterns for Graceful Degradation.,2009,tplop/2009-1
tplop/KolfschotenBL11,Modifiers: Increasing Richness and Nuance of Design Pattern Languages.,2011,tplop/2011-2
tplop/MahoneyE09,A Pattern Story for Combining Crosscutting Concern State Machines.,2009,tplop/2009-1
tplop/Siddle09,An Example of the Retrospective Patterns-Based Documentation of a Software System.,2009,tplop/2009-1
tplop/VainsencherB09,A Pattern Language for Extensible Program Representation.,2009,tplop/2009-1
tplop/BallesterosKPJAC09,Batching: A Design Pattern for Efficient and Flexible Client/Server Interaction.,2009,tplop/2009-1
tplop/Riehle11,Lessons Learned from Using Design Patterns in Industry Projects.,2011,tplop/2011-2
tplop/HentrichZ09,A Pattern Language for Process Execution and Integration Design in Service-Oriented Architectures.,2009,tplop/2009-1
tplop/Hentrich09,Synchronization Patterns for Process-Driven and Service-Oriented Architectures.,2009,tplop/2009-1
tplop/Siddle11,"""Choose Your Own Architecture"" - Interactive Pattern Storytelling.",2011,tplop/2011-2
tplop/ZimmermannRS11,Experiences in Using Patterns to Support Process Experts in Process Description and Wizard Creation.,2011,tplop/2011-2
topnoc/StahlMB09,Deciding Substitutability of Services with Operating Guidelines.,2009,topnoc/2009-2
topnoc/DalmasTN18,Heuristic Mining Approaches for High-Utility Local Process Models.,2018,topnoc/2018-13
topnoc/BaldanCKS08,McMillan's Complete Prefix for Contextual Nets.,2008,topnoc/2008-1
topnoc/ChatainH14,A Canonical Contraction for Safe Petri Nets.,2014,topnoc/2014-9
topnoc/CabacD08,Net Components for the Integration of Process Mining into Agent-Oriented Software Engineering.,2008,topnoc/2008-1
topnoc/HeeVSS09,A Framework for Linking and Pricing No-Cure-No-Pay Services.,2009,topnoc/2009-2
topnoc/RadhouaniILR15,Symbolic Search of Insider Attack Scenarios from a Formal Information System Modeling.,2015,topnoc/2015-10
topnoc/DarondeauR12,Distributed Control of Discrete-Event Systems: A First Step.,2012,topnoc/2012-6
topnoc/HeeKPSW08,Designing Case Handling Systems.,2008,topnoc/2008-1
topnoc/MascheroniF12,Nets-Within-Nets Paradigm and Grid Computing.,2012,topnoc/2012-5
topnoc/BashkinL14,Decidability of k -Soundness for Workflow Nets with an Unbounded Resource.,2014,topnoc/2014-9
topnoc/TruongD09,Online Interaction Analysis Framework for Ad-Hoc Collaborative Processes in SOA-Based Environments.,2009,topnoc/2009-2
topnoc/BergenthumDML09,Construction of Process Models from Example Runs.,2009,topnoc/2009-2
topnoc/ReichertRD09,Flexibility in Process-Aware Information Systems.,2009,topnoc/2009-2
topnoc/PhawadeL15,Kleene Theorems for Synchronous Products with Matching.,2015,topnoc/2015-10
topnoc/HoldererCTM17,Log- and Model-Based Techniques for Security-Sensitive Tackling of Obstructed Workflow Executions.,2017,topnoc/2017-12
topnoc/BaldanCGS13,Comparing Metabolic Pathways through Reactions and Potential Fluxes.,2013,topnoc/2013-8
topnoc/LiuL14,A Coloured Petri Net Approach to the Functional and Performance Analysis of SIP Non-INVITE Transaction.,2014,topnoc/2014-9
topnoc/ReisigRT13,In Memoriam: Carl Adam Petri.,2013,topnoc/2013-7
topnoc/Brabrand08,Constructive Alignment for Teaching Model-Based Design for Concurrency.,2008,topnoc/2008-1
topnoc/SuriadiOF12,Privacy Compliance Verification in Cryptographic Protocols.,2012,topnoc/2012-6
topnoc/SoleC12,Incremental Process Discovery.,2012,topnoc/2012-5
topnoc/SztylerCVS16,Self-tracking Reloaded: Applying Process Mining to Personalized Health Care from Labeled Sensor Data.,2016,topnoc/2016-11
topnoc/AalstD13,Discovering Petri Nets from Event Logs.,2013,topnoc/2013-7
topnoc/MarroneMNPRV12,A SAN-Based Modeling Approach to Performance Evaluation of an IMS-Compliant Conferencing Framework.,2012,topnoc/2012-6
topnoc/BernardinelloMP13,Local State Refinement and Composition of Elementary Net Systems: An Approach Based on Morphisms.,2013,topnoc/2013-8
topnoc/Wester-EbbinghausMK10,Modeling Organizational Units as Modular Components of Systems of Systems.,2010,topnoc/2010-4
topnoc/NiewiadomskiP15,SMT-Based Abstract Parametric Temporal Planning.,2015,topnoc/2015-10
topnoc/MontaliR17,DB-Nets: On the Marriage of Colored Petri Nets and Relational Databases.,2017,topnoc/2017-12
topnoc/KnapikSP10,Bounded Parametric Model Checking for Elementary Net Systems.,2010,topnoc/2010-4
topnoc/Wolf09,Does My Service Have Partners?.,2009,topnoc/2009-2
topnoc/KnapikP12,Bounded Model Checking for Parametric Timed Automata.,2012,topnoc/2012-5
topnoc/JensenNOS16,TAPAAL and Reachability Analysis of P/T Nets.,2016,topnoc/2016-11
topnoc/KleijnKP14,Tissue Systems and Petri Net Synthesis.,2014,topnoc/2014-9
topnoc/PenczekPZ10,SAT-Based (Parametric) Reachability for a Class of Distributed Time Petri Nets.,2010,topnoc/2010-4
topnoc/BruneoLP12,Modeling Energy-Aware Cloud Federations with SRNs.,2012,topnoc/2012-6
topnoc/HeeHHPT10,On-the-Fly Auditing of Business Processes.,2010,topnoc/2010-4
topnoc/BestW13,Structure Theory of Petri Nets.,2013,topnoc/2013-7
topnoc/DongenMW09,Process Mining: Overview and Outlook of Petri Net Discovery Algorithms.,2009,topnoc/2009-2
topnoc/Winkowski17,Multiplicative Transition Systems.,2017,topnoc/2017-12
topnoc/Aalst09,Process-Aware Information Systems: Lessons to Be Learned from Process Mining.,2009,topnoc/2009-2
topnoc/Westergaard12,Verifying Parallel Algorithms and Programs Using Coloured Petri Nets.,2012,topnoc/2012-6
topnoc/RibeiroC16,A Method for Assessing Parameter Impact on Control-Flow Discovery Algorithms.,2016,topnoc/2016-11
topnoc/EnnaouiNT18,Complexity Aspects of Web Services Composition.,2018,topnoc/2018-13
topnoc/PuraB15,Symbolic Model Checking of Security Protocols for Ad hoc Networks on any Topologies.,2015,topnoc/2015-10
topnoc/Valmari13,External Behaviour of Systems of State Machines with Variables.,2013,topnoc/2013-7
topnoc/KristensenJ08,Teaching Modelling and Validation of Concurrent Systems Using Coloured Petri Nets.,2008,topnoc/2008-1
topnoc/BarylskaBSS17,"Properties of Plain, Pure, and Safe Petri Nets.",2017,topnoc/2017-12
topnoc/BergenthumDHM12,Modeling and Mining of Learnflows.,2012,topnoc/2012-5
topnoc/LassenD08,Translating Message Sequence Charts to other Process Languages Using Process Mining.,2008,topnoc/2008-1
topnoc/MokhovCB16,Mining Conditional Partial Order Graphs from Event Logs.,2016,topnoc/2016-11
topnoc/WangKMS18,Model-Based Testing of the Gorums Framework for Fault-Tolerant Distributed Systems.,2018,topnoc/2018-13
topnoc/AalstSW13,Strategies for Modeling Complex Processes Using Colored Petri Nets.,2013,topnoc/2013-7
topnoc/KordonGHPJRH16,MCC'2015 - The Fifth Model Checking Contest.,2016,topnoc/2016-11
topnoc/Wester-EbbinghausK13,Model-Driven Middleware Support for Team-Oriented Process Management.,2013,topnoc/2013-8
topnoc/CabacMW14,Modeling Organizational Structures and Agent Knowledge for Mulan Applications.,2014,topnoc/2014-9
topnoc/EvangelistaWK09,The ComBack Method Revisited: Caching Strategies and Extension with Delayed Duplicate Detection.,2009,topnoc/2009-3
topnoc/VerbeekPAW08,Assessing State Spaces Using Petri-Net Synthesis and Attribute-Based Visualization.,2008,topnoc/2008-1
topnoc/BillingtonVG09,Parameterised Coloured Petri Net Channel Models.,2009,topnoc/2009-3
topnoc/CalzolaiNLT08,TAPAs: A Tool for the Analysis of Process Algebras.,2008,topnoc/2008-1
topnoc/ShilS15,An Everlasting Secure Non-interactive Timestamping Scheme in the Bounded Storage Model.,2015,topnoc/2015-10
topnoc/MostellerCH16,Integrating Petri Net Semantics in a Model-Driven Approach: The Renew Meta-Modeling and Transformation Framework.,2016,topnoc/2016-11
topnoc/BonnefoiCK09,A Discretization Method from Coloured to Symmetric Nets: Application to an Industrial Example.,2009,topnoc/2009-3
topnoc/HillahKLP12,Extending pnml Scope: A Framework to Combine Petri Nets Types.,2012,topnoc/2012-6
topnoc/DongenDA12,Aggregating Causal Runs into Workflow Nets.,2012,topnoc/2012-6
topnoc/GogolinskaMP18,GPU Computations and Memory Access Model Based on Petri Nets.,2018,topnoc/2018-13
topnoc/KleijnK13,Causality in Extensions of Petri Nets.,2013,topnoc/2013-7
topnoc/BrogiCSW16,A Petri Net-Based Approach to Model and Analyze the Management of Cloud Applications.,2016,topnoc/2016-11
topnoc/BernardinelloKP16,Non-interference Notions Based on Reveals and Excludes Relations for Petri Nets.,2016,topnoc/2016-11
topnoc/RussellAH09,Designing a Workflow System Using Coloured Petri Nets.,2009,topnoc/2009-3
topnoc/MansRAMB10,Schedule-Aware Workflow Management Systems.,2010,topnoc/2010-4
topnoc/KristensenS13,Applications of Coloured Petri Nets for Functional Validation of Protocol Designs.,2013,topnoc/2013-7
topnoc/BonetHHT08,Directed Unfolding of Petri Nets.,2008,topnoc/2008-1
topnoc/KhomenkoG15,Modelling and Analysis Mobile Systems Using \pi -calculus (EFCP).,2015,topnoc/2015-10
topnoc/BergenthumS15,Verification of Logs - Revealing Faulty Processes of a Medical Laboratory.,2015,topnoc/2015-10
topnoc/HoussayePD17,Formal Modelling and Analysis of Distributed Storage Systems.,2017,topnoc/2017-12
topnoc/WestergaardFS13,Grade/CPN: A Tool and Temporal Logic for Testing Colored Petri Net Models in Teaching.,2013,topnoc/2013-8
topnoc/Carmona12,The Label Splitting Problem.,2012,topnoc/2012-6
topnoc/Reisig13,The Synthesis Problem.,2013,topnoc/2013-7
topnoc/ShershakovKL17,Transition Systems Reduction: Balancing Between Precision and Simplicity.,2017,topnoc/2017-12
topnoc/Klai15,Timed Aggregate Graph: A Finite Graph Preserving Event- and State-Based Quantitative Properties of Time Petri Nets.,2015,topnoc/2015-10
topnoc/Vanit-Anunchai16,Validating DCCP Simultaneous Feature Negotiation Procedure.,2016,topnoc/2016-11
topnoc/ChoppyDEKPY12,Modelling and Formal Verification of the NEO Protocol.,2012,topnoc/2012-6
topnoc/Verbeek17,Decomposed Replay Using Hiding and Reduction as Abstraction.,2017,topnoc/2017-12
topnoc/DanoyBB10,A Multi-Agent Organizational Framework for Coevolutionary Optimization.,2010,topnoc/2010-4
topnoc/ZelstBD18,Computing Alignments of Event Data and Process Models.,2018,topnoc/2018-13
topnoc/0001DJ13,Models from Scenarios.,2013,topnoc/2013-7
topnoc/Mendling09,Empirical Studies in Process Model Verification.,2009,topnoc/2009-2
topnoc/AalstHHSVVW09,Soundness of Workflow Nets with Reset Arcs.,2009,topnoc/2009-3
topnoc/HeinerRST16,MARCIE's Secrets of Efficient Model Checking.,2016,topnoc/2016-11
topnoc/CiardoZJ12,Ten Years of Saturation: A Petri Net Perspective.,2012,topnoc/2012-5
topnoc/BergenthumDM09,Comparison of Different Algorithms to Synthesize a Petri Net from a Partial Language.,2009,topnoc/2009-3
topnoc/DahmaniIB08,Time Recursive Petri Nets.,2008,topnoc/2008-1
topnoc/ChesaniLMMRS09,Exploiting Inductive Logic Programming Techniques for Declarative Process Mining.,2009,topnoc/2009-2
topnoc/HeeSW13a,Business Process Modeling Using Petri Nets.,2013,topnoc/2013-7
topnoc/Hamez16,A Symbolic Model Checker for Petri Nets: pnmc.,2016,topnoc/2016-11
topnoc/MietznerKL09,Business Grid: Combining Web Services and the Grid.,2009,topnoc/2009-2
topnoc/KoutnyP12,Synthesis Problem for Petri Nets with Localities.,2012,topnoc/2012-5
topnoc/MaissaKMT13,Modeling and Analyzing Wireless Sensor Networks with VeriSensor: An Integrated Workflow.,2013,topnoc/2013-8
topnoc/WestergaardK12,A Graphical Approach to Component-Based and Extensible Model Checking Platforms.,2012,topnoc/2012-5
topnoc/MollerHMS18,Model Synchronization and Concurrent Simulation of Multiple Formalisms Based on Reference Nets.,2018,topnoc/2018-13
topnoc/ValmariH17,Stubborn Set Intuition Explained.,2017,topnoc/2017-12
topnoc/ArnoldB12,An Initial Coloured Petri Net Model of the Hypertext Transfer Protocol Operating over the Transmission Control Protocol.,2012,topnoc/2012-6
topnoc/Lakos09,Modelling Mobile IP with Mobile Petri Nets.,2009,topnoc/2009-3
topnoc/Kohler-BussmeierWM09,A Formal Model for Organisational Structures behind Process-Aware Information Systems.,2009,topnoc/2009-2
topnoc/KoninckW17,Similarity-Based Approaches for Determining the Number of Trace Clusters in Process Discovery.,2017,topnoc/2017-12
topnoc/BetzCDWW14,Software Engineering with Petri Nets: A Web Service and Agent Perspective.,2014,topnoc/2014-9
topnoc/CortadellaKBCJ08,Elasticity and Petri Nets.,2008,topnoc/2008-1
topnoc/EisentrautH08,Teaching Concurrency Concepts to Freshmen.,2008,topnoc/2008-1
topnoc/RamosBHH08,Model Driven Testing Based on Test History.,2008,topnoc/2008-1
topnoc/RoyS16,A Formal Framework for Diagnostic Analysis for Errors of Business Processes.,2016,topnoc/2016-11
topnoc/KordonGHPJHABBEJBLMSTPW18,MCC'2017 - The Seventh Model Checking Contest.,2018,topnoc/2018-13
topnoc/Rohr13,Simulative Model Checking of Steady State and Time-Unbounded Temporal Operators.,2013,topnoc/2013-8
topnoc/JanowskaPPZ13,Using Integer Time Steps for Checking Branching Time Properties of Time Petri Nets.,2013,topnoc/2013-8
topnoc/DeselE16,Negotiations and Petri Nets.,2016,topnoc/2016-11
topnoc/DeselM10,Vicinity Respecting Homomorphisms for Abstracting System Requirements.,2010,topnoc/2010-4
topnoc/Kindler12,Modelling Local and Global Behaviour: Petri Nets and Event Coordination.,2012,topnoc/2012-6
topnoc/BernardinelloKMP14,Modeling Distributed Private Key Generation by Composing Petri Nets.,2014,topnoc/2014-9
topnoc/Kindler09,Model-Based Software Engineering and Process-Aware Information Systems.,2009,topnoc/2009-2
topnoc/HongKPE12,Computing a Hierarchical Static Order for Decision Diagram-Based Representation from P/T Nets.,2012,topnoc/2012-5
topnoc/LohmannVD09,Petri Net Transformations for Business Processes - A Survey.,2009,topnoc/2009-2
topnoc/EvangelistaK10,Search-Order Independent State Caching.,2010,topnoc/2010-4
topnoc/WagnerQMR12,Providing an Agent Flavored Integration for Workflow Management.,2012,topnoc/2012-5
topnoc/AmparoreDBGM18,Decision Diagrams for Petri Nets: A Comparison of Variable Ordering Algorithms.,2018,topnoc/2018-13
topnoc/KnapikNPPSZ10,Parametric Model Checking with VerICS.,2010,topnoc/2010-4
topnoc/DedovaP13,From Code to Coloured Petri Nets: Modelling Guidelines.,2013,topnoc/2013-8
topnoc/BernardinelloFPA18,On Stability of Regional Orthomodular Posets.,2018,topnoc/2018-13
topnoc/HerajySH13,Hybrid Petri Nets for Modelling the Eukaryotic Cell Cycle.,2013,topnoc/2013-8
topnoc/BillingtonY09,On Modelling and Analysing the Dynamic MANET On-Demand (DYMO) Routing Protocol.,2009,topnoc/2009-3
topnoc/KordonLBCELLPTW12,Report on the Model Checking Contest at Petri Nets 2011.,2012,topnoc/2012-6
topnoc/PuhlmannW09,A Look Around the Corner: The Pi-Calculus.,2009,topnoc/2009-2
topnoc/Xu09,On Bisimulation Theory in Linear Higher-Order ,2009,topnoc/2009-3
topnoc/Wolf16,Running LoLA 2.0 in a Model Checking Competition.,2016,topnoc/2016-11
topnoc/Elhog-BenzinaHH12,Refinement and Asynchronous Composition of Modal Petri Nets.,2012,topnoc/2012-5
topnoc/RussellH09,newYAWL: Towards Workflow 2.0.,2009,topnoc/2009-2
topnoc/SedlmajerBHLBM12,A Domain Specific Language Approach for Genetic Regulatory Mechanisms Analysis.,2012,topnoc/2012-6
topnoc/MansARBMLJ09,From Requirements via Colored Workflow Nets to an Implementation in Several Workflow Systems.,2009,topnoc/2009-3
topnoc/Lopez-GraoC12,A Petri Net Perspective on the Resource Allocation Problem in Software Engineering.,2012,topnoc/2012-5
topnoc/BarylskaBEMP16,Conditions for Petri Net Solvable Binary Words.,2016,topnoc/2016-11
topnoc/Banaji12,Cycle Structure in SR and DSR Graphs: Implications for Multiple Equilibria and Stable Oscillation in Chemical Reaction Networks.,2012,topnoc/2012-5
topnoc/JinLC14,Symbolic Termination and Confluence Checking for ECA Rules.,2014,topnoc/2014-9
topnoc/SimonsenKK16,Pragmatics Annotated Coloured Petri Nets for Protocol Software Generation and Verification.,2016,topnoc/2016-11
topnoc/HeeSW13,When Can We Trust a Third Party? - A Soundness Perspective.,2013,topnoc/2013-8
topnoc/SalemDK12,Model Checking Using Generalized Testing Automata.,2012,topnoc/2012-6
tlsdkcs/FengLHD13,Update Management in Decision Support Systems.,2013,tlsdkcs/2013-12
tlsdkcs/CarvalhoFGP16,Brazilians Divided: Political Protests as Told by Twitter.,2016,tlsdkcs/2016-27
tlsdkcs/SurduGSP13,P-Bench: Benchmarking in Data-Centric Pervasive Application Development.,2013,tlsdkcs/2013-11
tlsdkcs/TalebET13,Query Optimization for the NOX OLAP Algebra.,2013,tlsdkcs/2013-8
tlsdkcs/Ait-SadouneA13,Stepwise Development of Formal Models for Web Services Compositions: Modelling and Property Verification.,2013,tlsdkcs/2013-10
tlsdkcs/ChabinAMR13,Conservative Type Extensions for XML Data.,2013,tlsdkcs/2013-9
tlsdkcs/Leitao09,Holonic Rationale and Bio-inspiration on Design of Complex Emergent and Evolvable Systems.,2009,tlsdkcs/2009-1
tlsdkcs/0001XI12a,Combination Skyline Queries.,2012,tlsdkcs/2012-6
tlsdkcs/AtkinsonBD12,A Unified Conceptual Framework for Service-Oriented Computing - Aligning Models of Architecture and Utilization.,2012,tlsdkcs/2012-7
tlsdkcs/0001RA16,A Unified View of Data-Intensive Flows in Business Intelligence Systems: A Survey.,2016,tlsdkcs/2016-29
tlsdkcs/TruongRN17,Scalable Automated Analysis of Access Control and Privacy Policies.,2017,tlsdkcs/2017-36
tlsdkcs/MohaniaBRCG09,Context Oriented Information Integration.,2009,tlsdkcs/2009-1
tlsdkcs/XieOZY16,Case Studies for Data-Oriented Emergency Management/Planning in Complex Urban Systems.,2016,tlsdkcs/2016-27
tlsdkcs/MaskatPE16,Pay-as-you-go Configuration of Entity Resolution.,2016,tlsdkcs/2016-29
tlsdkcs/QayumiN18,A Comprehensive Approach for Designing Business-Intelligence Solutions with Multi-agent Systems in Distributed Environments.,2018,tlsdkcs/2018-37
tlsdkcs/AfsarmaneshEMC09,Modeling and Management of Information Supporting Functional Dimension of Collaborative Networks.,2009,tlsdkcs/2009-1
tlsdkcs/HeendaliyaLH12a,Predictive Line Queries for Traffic Prediction.,2012,tlsdkcs/2012-6
tlsdkcs/CerqueusCL12,Reducing the Semantic Heterogeneity of Unstructured P2P Systems: A Contribution Based on a Dissemination Protocol.,2012,tlsdkcs/2012-7
tlsdkcs/WildWHTG15,"ProProtect3: An Approach for Protecting User Profile Data from Disclosure, Tampering, and Improper Use in the Context of WebID.",2015,tlsdkcs/2015-19
tlsdkcs/KayemVM18,Syntactic Anonymisation of Shared Datasets in Resource Constrained Environments.,2018,tlsdkcs/2018-38
tlsdkcs/LeungCJ13,Discovering Frequent Patterns from Uncertain Data Streams with Time-Fading and Landmark Models.,2013,tlsdkcs/2013-8
tlsdkcs/BohmNPWZ09,Data Mining Using Graphics Processing Units.,2009,tlsdkcs/2009-1
tlsdkcs/GilFT19,A General Framework for Multiple Choice Question Answering Based on Mutual Information and Reinforced Co-occurrence.,2019,tlsdkcs/2019-42
tlsdkcs/Quang-HungTS14,EPOBF: Energy Efficient Allocation of Virtual Machines in High Performance Computing Cloud.,2014,tlsdkcs/2014-16
tlsdkcs/PrzymusK14,Compression Planner for Time Series Database with GPU Support.,2014,tlsdkcs/2014-15
tlsdkcs/ScheweGIKNKKFZ15,Horizontal Business Process Model Integration.,2015,tlsdkcs/2015-18
tlsdkcs/GomesS15,The Web Within: Leveraging Web Standards and Graph Analysis to Enable Application-Level Integration of Institutional Data.,2015,tlsdkcs/2015-19
tlsdkcs/StefanidisNPNK13,"A Framework for Modeling, Computing and Presenting Time-Aware Recommendations.",2013,tlsdkcs/2013-10
tlsdkcs/DangD14,Visualizing Web Attack Scenarios in Space and Time Coordinate Systems.,2014,tlsdkcs/2014-16
tlsdkcs/ThiCL17,One-Class Collective Anomaly Detection Based on LSTM-RNNs.,2017,tlsdkcs/2017-36
tlsdkcs/Draheim16,Reflective Constraint Writing - A Symbolic Viewpoint of Modeling Languages.,2016,tlsdkcs/2016-24
tlsdkcs/NguyenNW13,Concurrent Semi-supervised Learning with Active Learning of Data Streams.,2013,tlsdkcs/2013-8
